antal_sålda,gata,id
28,"Slutpriser bostäder - Kungsholms Hamnplan, Stockholms kommun",475396
164,"Slutpriser bostäder - Norr Mälarstrand, Stockholms kommun",475397
0,"Slutpriser bostäder - Norr Mälarstrands Kajplatser, Stockholms kommun",475398
0,"Slutpriser bostäder - Ragnar Östbergs plan, Stockholms kommun",475399
0,"Slutpriser bostäder - Samuel Owens gata, Stockholms kommun",475400
24,"Slutpriser bostäder - Skillinggränd, Stockholms kommun",475401
88,"Slutpriser bostäder - Garvargatan, Stockholms kommun",475402
205,"Slutpriser bostäder - Hantverkargatan, Stockholms kommun",475403
31,"Slutpriser bostäder - Kungsholmstorg, Stockholms kommun",475404
57,"Slutpriser bostäder - Södra Agnegatan, Stockholms kommun",475405
180,"Slutpriser bostäder - John Ericssonsgatan, Stockholms kommun",475406
233,"Slutpriser bostäder - Pontonjärgatan, Stockholms kommun",475407
270,"Slutpriser bostäder - Bergsgatan, Stockholms kommun",475408
60,"Slutpriser bostäder - Pilgatan, Stockholms kommun",475409
108,"Slutpriser bostäder - Scheelegatan, Stockholms kommun",475410
0,"Slutpriser bostäder - Bolinders plan, Stockholms kommun",475411
27,"Slutpriser bostäder - Kaplansbacken, Stockholms kommun",475412
69,"Slutpriser bostäder - Kungsholms Kyrkoplan, Stockholms kommun",475413
29,"Slutpriser bostäder - Parmmätargatan, Stockholms kommun",475414
174,"Slutpriser bostäder - Pipersgatan, Stockholms kommun",475415
0,"Slutpriser bostäder - Serafimergränd, Stockholms kommun",475416
0,"Slutpriser bostäder - Serafimerstranden, Stockholms kommun",475417
407,"Slutpriser bostäder - Kungsklippan, Stockholms kommun",475418
476,"Slutpriser bostäder - Fleminggatan, Stockholms kommun",475419
141,"Slutpriser bostäder - Kungsbro Strand, Stockholms kommun",475420
299,"Slutpriser bostäder - Kungsholms Strand, Stockholms kommun",475421
0,"Slutpriser bostäder - Kungsholms Strandstig, Stockholms kommun",475422
0,"Slutpriser bostäder - Lennmans Trappgränd, Stockholms kommun",475423
0,"Slutpriser bostäder - Separatorgränd, Stockholms kommun",475424
0,"Slutpriser bostäder - Kungsbroplan, Stockholms kommun",475425
238,"Slutpriser bostäder - Kungsholmsgatan, Stockholms kommun",475426
5,"Slutpriser bostäder - Amarantergränd, Stockholms kommun",475427
0,"Slutpriser bostäder - Amarantertrappan, Stockholms kommun",475428
7,"Slutpriser bostäder - Coldinutrappan, Stockholms kommun",475429
53,"Slutpriser bostäder - Hjärnegatan, Stockholms kommun",475430
64,"Slutpriser bostäder - Norra Agnegatan, Stockholms kommun",475431
151,"Slutpriser bostäder - Wargentinsgatan, Stockholms kommun",475432
108,"Slutpriser bostäder - Celsiusgatan, Stockholms kommun",475433
67,"Slutpriser bostäder - Parkgatan, Stockholms kommun",475434
207,"Slutpriser bostäder - Polhemsgatan, Stockholms kommun",475435
44,"Slutpriser bostäder - Gambrinusgatan, Stockholms kommun",475436
6,"Slutpriser bostäder - Olof Gjödingsgatan, Stockholms kommun",475437
29,"Slutpriser bostäder - Grubbens gata, Stockholms kommun",475438
153,"Slutpriser bostäder - Inedalsgatan, Stockholms kommun",475439
224,"Slutpriser bostäder - Kronobergsgatan, Stockholms kommun",475440
0,"Slutpriser bostäder - Flemingtorget, Stockholms kommun",475441
729,"Slutpriser bostäder - Sankt Eriksgatan, Stockholms kommun",475442
0,"Slutpriser bostäder - Sankt Eriksterrassen, Stockholms kommun",475443
48,"Slutpriser bostäder - Ehrensvärdsgatan, Stockholms kommun",475444
0,"Slutpriser bostäder - Rålambshov, Stockholms kommun",475445
0,"Slutpriser bostäder - Smedsudden, Stockholms kommun",475446
0,"Slutpriser bostäder - Smedsuddsvägen, Stockholms kommun",475447
0,"Slutpriser bostäder - Västerbroplan, Stockholms kommun",475448
0,"Slutpriser bostäder - Västerbrovillan, Stockholms kommun",475449
54,"Slutpriser bostäder - Chapmansgatan, Stockholms kommun",475450
0,"Slutpriser bostäder - Chapmansgården, Stockholms kommun",475451
30,"Slutpriser bostäder - Jaktvarvsplan, Stockholms kommun",475452
13,"Slutpriser bostäder - Mitisgatan, Stockholms kommun",475453
43,"Slutpriser bostäder - Sven Rinmans gata, Stockholms kommun",475454
55,"Slutpriser bostäder - Ture Nermans Gränd, Stockholms kommun",475455
448,"Slutpriser bostäder - Fridhemsgatan, Stockholms kommun",475456
3,"Slutpriser bostäder - Fridhemsplan, Stockholms kommun",475457
210,"Slutpriser bostäder - Karlsviksgatan, Stockholms kommun",475458
173,"Slutpriser bostäder - Sysslomansgatan, Stockholms kommun",475459
119,"Slutpriser bostäder - Baltzar Von Platens gata, Stockholms kommun",475460
135,"Slutpriser bostäder - Gyllenborgsgatan, Stockholms kommun",475461
0,"Slutpriser bostäder - Lindhagensplan, Stockholms kommun",475462
11,"Slutpriser bostäder - Thorildsplan, Stockholms kommun",475463
66,"Slutpriser bostäder - Thorildsvägen, Stockholms kommun",475464
0,"Slutpriser bostäder - Böttigervägen, Stockholms kommun",475465
140,"Slutpriser bostäder - Creutzgatan, Stockholms kommun",475466
82,"Slutpriser bostäder - Geijersvägen, Stockholms kommun",475467
148,"Slutpriser bostäder - Kristinebergsvägen, Stockholms kommun",475468
14,"Slutpriser bostäder - Nicandervägen, Stockholms kommun",475469
0,"Slutpriser bostäder - Stiernhielmsvägen, Stockholms kommun",475470
129,"Slutpriser bostäder - Arbetargatan, Stockholms kommun",475471
256,"Slutpriser bostäder - Industrigatan, Stockholms kommun",475472
458,"Slutpriser bostäder - Alströmergatan, Stockholms kommun",475473
57,"Slutpriser bostäder - Gjutargatan, Stockholms kommun",475474
189,"Slutpriser bostäder - Igeldammsgatan, Stockholms kommun",475475
146,"Slutpriser bostäder - Svarvargatan, Stockholms kommun",475476
71,"Slutpriser bostäder - John Bergs plan, Stockholms kommun",475477
0,"Slutpriser bostäder - Stadshagen, Stockholms kommun",475478
0,"Slutpriser bostäder - Stadshagens Idrottsväg, Stockholms kommun",475479
24,"Slutpriser bostäder - Stadshagsplan, Stockholms kommun",475480
0,"Slutpriser bostäder - Stadshagsvägen, Stockholms kommun",475481
0,"Slutpriser bostäder - Welanders väg, Stockholms kommun",475482
21,"Slutpriser bostäder - Elersvägen, Stockholms kommun",475483
0,"Slutpriser bostäder - Mariedal, Stockholms kommun",475484
0,"Slutpriser bostäder - Strandbergsgatan, Stockholms kommun",475485
0,"Slutpriser bostäder - Bondesonsgatan, Stockholms kommun",475486
4,"Slutpriser bostäder - Hjalmar Söderbergs väg, Stockholms kommun",475487
2,"Slutpriser bostäder - Kristinebergs Slottsväg, Stockholms kommun",475488
58,"Slutpriser bostäder - Kristinebergs Strand, Stockholms kommun",475489
67,"Slutpriser bostäder - Levertinsgatan, Stockholms kommun",475490
198,"Slutpriser bostäder - Ola Hanssonsgatan, Stockholms kommun",475491
44,"Slutpriser bostäder - Olof Dalins väg, Stockholms kommun",475492
0,"Slutpriser bostäder - Onkel Adams väg, Stockholms kommun",475493
214,"Slutpriser bostäder - Lidnersgatan, Stockholms kommun",475494
118,"Slutpriser bostäder - Lidnersplan, Stockholms kommun",475495
78,"Slutpriser bostäder - Love Almqvists väg, Stockholms kommun",475496
33,"Slutpriser bostäder - Birger Sjöbergs väg, Stockholms kommun",475497
109,"Slutpriser bostäder - Fredhällsgatan, Stockholms kommun",475498
66,"Slutpriser bostäder - Orvar Odds väg, Stockholms kommun",475499
16,"Slutpriser bostäder - Snoilskyvägen, Stockholms kommun",475500
45,"Slutpriser bostäder - Adlerbethsgatan, Stockholms kommun",475501
177,"Slutpriser bostäder - Ernst Ahlgrens väg, Stockholms kommun",475502
89,"Slutpriser bostäder - Runiusgatan, Stockholms kommun",475503
165,"Slutpriser bostäder - Vitalisvägen, Stockholms kommun",475504
214,"Slutpriser bostäder - Frödingsvägen, Stockholms kommun",475505
277,"Slutpriser bostäder - Rålambsvägen, Stockholms kommun",475506
90,"Slutpriser bostäder - Atterbomsvägen, Stockholms kommun",475507
0,"Slutpriser bostäder - Lucidorsgatan, Stockholms kommun",475508
23,"Slutpriser bostäder - Messeniusgatan, Stockholms kommun",475509
227,"Slutpriser bostäder - Stagneliusvägen, Stockholms kommun",475510
27,"Slutpriser bostäder - Palmbladsvägen, Stockholms kommun",475511
1,"Slutpriser bostäder - Scheffersgatan, Stockholms kommun",475512
43,"Slutpriser bostäder - Svedbergsplan, Stockholms kommun",475513
0,"Slutpriser bostäder - Svedbergsstigen, Stockholms kommun",475514
108,"Slutpriser bostäder - Wennerbergsgatan, Stockholms kommun",475515
0,"Slutpriser bostäder - Hedbornsstigen, Stockholms kommun",475516
0,"Slutpriser bostäder - Konradsbergsgatan, Stockholms kommun",475517
0,"Slutpriser bostäder - Marieberg, Stockholms kommun",475518
0,"Slutpriser bostäder - Mariebergsavfarten, Stockholms kommun",475519
0,"Slutpriser bostäder - Signalgränd, Stockholms kommun",475520
0,"Slutpriser bostäder - Adolfsberg, Stockholms kommun",475521
0,"Slutpriser bostäder - Claestorp, Stockholms kommun",475522
92,"Slutpriser bostäder - Fyrverkarbacken, Stockholms kommun",475523
39,"Slutpriser bostäder - Gjörwellsgatan, Stockholms kommun",475524
38,"Slutpriser bostäder - Lagerlöfsgatan, Stockholms kommun",475525
0,"Slutpriser bostäder - Triewalds Malmgård, Stockholms kommun",475526
44,"Slutpriser bostäder - Wivalliusgatan, Stockholms kommun",475527
382,"Slutpriser bostäder - Essinge Brogata, Stockholms kommun",475528
2,"Slutpriser bostäder - Josefinavägen, Stockholms kommun",475529
0,"Slutpriser bostäder - Dagnyvägen, Stockholms kommun",475530
113,"Slutpriser bostäder - Disponentgatan, Stockholms kommun",475531
0,"Slutpriser bostäder - Luxbacken, Stockholms kommun",475532
193,"Slutpriser bostäder - Luxgatan, Stockholms kommun",475533
0,"Slutpriser bostäder - Montebellogatan, Stockholms kommun",475534
323,"Slutpriser bostäder - Primusgatan, Stockholms kommun",475535
305,"Slutpriser bostäder - Strålgatan, Stockholms kommun",475536
36,"Slutpriser bostäder - Eknäsvägen, Stockholms kommun",475537
7,"Slutpriser bostäder - Ensittarvägen, Stockholms kommun",475538
3,"Slutpriser bostäder - Eremitvägen, Stockholms kommun",475539
51,"Slutpriser bostäder - Essingeringen, Stockholms kommun",475540
30,"Slutpriser bostäder - Flottbrovägen, Stockholms kommun",475541
2,"Slutpriser bostäder - Gammelgårdsgränd, Stockholms kommun",475542
46,"Slutpriser bostäder - Gammelgårdsvägen, Stockholms kommun",475543
4,"Slutpriser bostäder - Junohällsvägen, Stockholms kommun",475544
0,"Slutpriser bostäder - Källbergsvägen, Stockholms kommun",475545
13,"Slutpriser bostäder - Norrskogsvägen, Stockholms kommun",475546
17,"Slutpriser bostäder - Segelbåtsvägen, Stockholms kommun",475547
1,"Slutpriser bostäder - Snipkroken, Stockholms kommun",475548
22,"Slutpriser bostäder - Stenshällsvägen, Stockholms kommun",475549
0,"Slutpriser bostäder - Stora Essingepåfarten, Stockholms kommun",475550
3,"Slutpriser bostäder - Strykerskevägen, Stockholms kommun",475551
1,"Slutpriser bostäder - Sällskapsvägen, Stockholms kommun",475552
13,"Slutpriser bostäder - Tvätterskevägen, Stockholms kommun",475553
2,"Slutpriser bostäder - Aluddsparken, Stockholms kommun",475554
0,"Slutpriser bostäder - Aluddsvägen, Stockholms kommun",475555
121,"Slutpriser bostäder - Badstrandsvägen, Stockholms kommun",475556
16,"Slutpriser bostäder - Essinge Högväg, Stockholms kommun",475557
10,"Slutpriser bostäder - Essinge Kyrkväg, Stockholms kommun",475558
1,"Slutpriser bostäder - Essingekroken, Stockholms kommun",475559
0,"Slutpriser bostäder - Rådlösavägen, Stockholms kommun",475560
1,"Slutpriser bostäder - Sjöstugugränd, Stockholms kommun",475561
12,"Slutpriser bostäder - Skogsmarksvägen, Stockholms kommun",475562
43,"Slutpriser bostäder - Stenkullavägen, Stockholms kommun",475563
0,"Slutpriser bostäder - Torggatan, Stockholms kommun",475564
108,"Slutpriser bostäder - Vänskapsvägen, Stockholms kommun",475565
7,"Slutpriser bostäder - Värdshusbacken, Stockholms kommun",475566
1,"Slutpriser bostäder - Värdshusslingan, Stockholms kommun",475567
22,"Slutpriser bostäder - Bergsmarksvägen, Stockholms kommun",475568
150,"Slutpriser bostäder - Essingestråket, Stockholms kommun",475569
73,"Slutpriser bostäder - Essingetorget, Stockholms kommun",475570
37,"Slutpriser bostäder - Patentgatan, Stockholms kommun",475571
10,"Slutpriser bostäder - Carl-Gustaf Lindstedts gata, Stockholms kommun",475572
33,"Slutpriser bostäder - Grubbensringen, Stockholms kommun",475573
3,"Slutpriser bostäder - Grubbenstorget, Stockholms kommun",475574
15,"Slutpriser bostäder - Ivan Oljelunds Gränd, Stockholms kommun",475575
7,"Slutpriser bostäder - Maria Sandels Gränd, Stockholms kommun",475576
25,"Slutpriser bostäder - P O Hallmans gata, Stockholms kommun",475577
0,"Slutpriser bostäder - Polhems Tvärgränd, Stockholms kommun",475578
10,"Slutpriser bostäder - Ångströmsgatan, Stockholms kommun",475579
153,"Slutpriser bostäder - Atlasgatan, Stockholms kommun",475580
55,"Slutpriser bostäder - Sankt Eriksplan, Stockholms kommun",475581
40,"Slutpriser bostäder - Atlasmuren, Stockholms kommun",475582
17,"Slutpriser bostäder - Lokstallsgatan, Stockholms kommun",475583
132,"Slutpriser bostäder - Vulcanusgatan, Stockholms kommun",475584
121,"Slutpriser bostäder - Völundsgatan, Stockholms kommun",475585
176,"Slutpriser bostäder - Odengatan, Stockholms kommun",475586
0,"Slutpriser bostäder - Odenplan, Stockholms kommun",475587
122,"Slutpriser bostäder - Sigtunagatan, Stockholms kommun",475588
0,"Slutpriser bostäder - Spelbomskans torg, Stockholms kommun",475589
234,"Slutpriser bostäder - Hälsingegatan, Stockholms kommun",475590
195,"Slutpriser bostäder - Vanadisvägen, Stockholms kommun",475591
0,"Slutpriser bostäder - Crafoords väg, Stockholms kommun",475592
454,"Slutpriser bostäder - Frejgatan, Stockholms kommun",475593
0,"Slutpriser bostäder - Gyldéngatan, Stockholms kommun",475594
7,"Slutpriser bostäder - Hagagränd, Stockholms kommun",475595
523,"Slutpriser bostäder - Karlbergsvägen, Stockholms kommun",475596
298,"Slutpriser bostäder - Norrtullsgatan, Stockholms kommun",475597
0,"Slutpriser bostäder - Observatorielunden, Stockholms kommun",475598
6,"Slutpriser bostäder - Sandåsgatan, Stockholms kommun",475599
243,"Slutpriser bostäder - Surbrunnsgatan, Stockholms kommun",475600
20,"Slutpriser bostäder - Vidargatan, Stockholms kommun",475601
41,"Slutpriser bostäder - Heimdalsgatan, Stockholms kommun",475602
120,"Slutpriser bostäder - Kungstensgatan, Stockholms kommun",475603
86,"Slutpriser bostäder - Observatoriegatan, Stockholms kommun",475604
203,"Slutpriser bostäder - Rådmansgatan, Stockholms kommun",475605
42,"Slutpriser bostäder - Vegagatan, Stockholms kommun",475606
147,"Slutpriser bostäder - Gävlegatan, Stockholms kommun",475607
5,"Slutpriser bostäder - Hedemoratäppan, Stockholms kommun",475608
0,"Slutpriser bostäder - Hudiksvallsgatan, Stockholms kommun",475609
28,"Slutpriser bostäder - Rödabergsbrinken, Stockholms kommun",475610
0,"Slutpriser bostäder - Sätertäppan, Stockholms kommun",475611
113,"Slutpriser bostäder - Torbjörn Klockares gata, Stockholms kommun",475612
27,"Slutpriser bostäder - Hälsingehöjden, Stockholms kommun",475613
25,"Slutpriser bostäder - Vanadisplan, Stockholms kommun",475614
87,"Slutpriser bostäder - Falugatan, Stockholms kommun",475615
15,"Slutpriser bostäder - Kadettgatan, Stockholms kommun",475616
0,"Slutpriser bostäder - Norra Station, Stockholms kommun",475617
54,"Slutpriser bostäder - Norra Stationsgatan, Stockholms kommun",475618
109,"Slutpriser bostäder - Rödabergsgatan, Stockholms kommun",475619
390,"Slutpriser bostäder - Rörstrandsgatan, Stockholms kommun",475620
5,"Slutpriser bostäder - Tempeltrappan, Stockholms kommun",475621
7,"Slutpriser bostäder - Väringgatan, Stockholms kommun",475622
202,"Slutpriser bostäder - Birkagatan, Stockholms kommun",475623
0,"Slutpriser bostäder - Birkaplan, Stockholms kommun",475624
193,"Slutpriser bostäder - Bråvallagatan, Stockholms kommun",475625
127,"Slutpriser bostäder - Robert Almströmsgatan, Stockholms kommun",475626
560,"Slutpriser bostäder - Tomtebogatan, Stockholms kommun",475627
0,"Slutpriser bostäder - Karlbergs Station, Stockholms kommun",475628
0,"Slutpriser bostäder - Lilla Tipphöjden, Stockholms kommun",475629
281,"Slutpriser bostäder - Norrbackagatan, Stockholms kommun",475630
0,"Slutpriser bostäder - Norrbackaviadukten, Stockholms kommun",475631
77,"Slutpriser bostäder - Drejargatan, Stockholms kommun",475632
183,"Slutpriser bostäder - Vikingagatan, Stockholms kommun",475633
0,"Slutpriser bostäder - Härdgången, Stockholms kommun",475634
36,"Slutpriser bostäder - Västeråsgatan, Stockholms kommun",475635
95,"Slutpriser bostäder - Dannemoragatan, Stockholms kommun",475636
82,"Slutpriser bostäder - Tre Liljor, Stockholms kommun",475637
135,"Slutpriser bostäder - Idungatan, Stockholms kommun",475638
0,"Slutpriser bostäder - Bellevuevägen, Stockholms kommun",475639
0,"Slutpriser bostäder - Brunnsviksvägen, Stockholms kommun",475640
0,"Slutpriser bostäder - Cedersdalsgatan, Stockholms kommun",475641
315,"Slutpriser bostäder - Hagagatan, Stockholms kommun",475642
0,"Slutpriser bostäder - Lögebodavägen, Stockholms kommun",475643
0,"Slutpriser bostäder - Norrtull, Stockholms kommun",475644
0,"Slutpriser bostäder - Stallmästaregården, Solna kommun",475645
0,"Slutpriser bostäder - Sveaplan, Stockholms kommun",475646
0,"Slutpriser bostäder - Vanadislunden, Stockholms kommun",475647
74,"Slutpriser bostäder - Ynglingagatan, Stockholms kommun",475648
0,"Slutpriser bostäder - Bertil Ohlins gata, Stockholms kommun",475649
60,"Slutpriser bostäder - Markvardsgatan, Stockholms kommun",475650
198,"Slutpriser bostäder - Tulegatan, Stockholms kommun",475651
94,"Slutpriser bostäder - Ingemarsgatan, Stockholms kommun",475652
588,"Slutpriser bostäder - Roslagsgatan, Stockholms kommun",475653
1,"Slutpriser bostäder - Jarlaplan, Stockholms kommun",475654
72,"Slutpriser bostäder - Rehnsgatan, Stockholms kommun",475655
62,"Slutpriser bostäder - Teknologgatan, Stockholms kommun",475656
14,"Slutpriser bostäder - Eastmansvägen, Stockholms kommun",475657
0,"Slutpriser bostäder - Hälsobrunnsgatan, Stockholms kommun",475658
17,"Slutpriser bostäder - Medevigatan, Stockholms kommun",475659
0,"Slutpriser bostäder - Olivecronas väg, Stockholms kommun",475660
0,"Slutpriser bostäder - Sabbatsbergsvägen, Stockholms kommun",475661
17,"Slutpriser bostäder - Torsgränd, Stockholms kommun",475662
7,"Slutpriser bostäder - Valentin Sabbats gata, Stockholms kommun",475663
190,"Slutpriser bostäder - Gästrikegatan, Stockholms kommun",475664
66,"Slutpriser bostäder - Torsplan, Stockholms kommun",475665
0,"Slutpriser bostäder - Forskarbacken, Stockholms kommun",475666
0,"Slutpriser bostäder - Amanuensvägen, Stockholms kommun",475667
0,"Slutpriser bostäder - Lektorsstigen, Stockholms kommun",475668
0,"Slutpriser bostäder - Professorsslingan, Stockholms kommun",475669
53,"Slutpriser bostäder - Docentbacken, Stockholms kommun",475670
91,"Slutpriser bostäder - Ekhagsvägen, Stockholms kommun",475671
0,"Slutpriser bostäder - Frescativägen, Stockholms kommun",475672
0,"Slutpriser bostäder - Gustafsborgsvägen, Stockholms kommun",475673
0,"Slutpriser bostäder - Lilla Frescativägen, Stockholms kommun",475674
0,"Slutpriser bostäder - Svante Arrhenius väg, Stockholms kommun",475675
65,"Slutpriser bostäder - Torphagsvägen, Stockholms kommun",475676
0,"Slutpriser bostäder - Universitetsvägen, Stockholms kommun",475677
0,"Slutpriser bostäder - Veit Wittrocks väg, Stockholms kommun",475678
0,"Slutpriser bostäder - Ålkistevägen, Stockholms kommun",475679
14,"Slutpriser bostäder - Åminnevägen, Stockholms kommun",475680
0,"Slutpriser bostäder - Baron Rålambs väg, Stockholms kommun",475681
0,"Slutpriser bostäder - Björnnäsvägen, Stockholms kommun",475682
0,"Slutpriser bostäder - Frescati Hagväg, Stockholms kommun",475683
0,"Slutpriser bostäder - Kräftriket, Stockholms kommun",475684
0,"Slutpriser bostäder - Roslagsvägen, Stockholms kommun",475685
7,"Slutpriser bostäder - Bigarråvägen, Stockholms kommun",475686
0,"Slutpriser bostäder - Brunbärsvägen, Stockholms kommun",475687
13,"Slutpriser bostäder - Roslagstullsbacken, Stockholms kommun",475688
31,"Slutpriser bostäder - Ruddammsbacken, Stockholms kommun",475689
74,"Slutpriser bostäder - Ruddammsvägen, Stockholms kommun",475690
553,"Slutpriser bostäder - Valhallavägen, Stockholms kommun",475691
88,"Slutpriser bostäder - Körsbärsvägen, Stockholms kommun",475692
24,"Slutpriser bostäder - Stickelbärsvägen, Stockholms kommun",475693
5,"Slutpriser bostäder - Bragevägen, Stockholms kommun",475694
178,"Slutpriser bostäder - Karlavägen, Stockholms kommun",475695
1,"Slutpriser bostäder - Verdandigatan, Stockholms kommun",475696
171,"Slutpriser bostäder - Östermalmsgatan, Stockholms kommun",475697
16,"Slutpriser bostäder - Fryxellsgatan, Stockholms kommun",475698
27,"Slutpriser bostäder - Lill-Jans plan, Stockholms kommun",475699
45,"Slutpriser bostäder - Danderydsgatan, Stockholms kommun",475700
0,"Slutpriser bostäder - Engelbrekts Kyrkogata, Stockholms kommun",475701
33,"Slutpriser bostäder - Stureparken, Stockholms kommun",475702
0,"Slutpriser bostäder - Baldersgatan, Stockholms kommun",475703
0,"Slutpriser bostäder - Friggagatan, Stockholms kommun",475704
0,"Slutpriser bostäder - Sköldungagatan, Stockholms kommun",475705
0,"Slutpriser bostäder - Tyrgatan, Stockholms kommun",475706
13,"Slutpriser bostäder - Uggelviksgatan, Stockholms kommun",475707
0,"Slutpriser bostäder - Brinellvägen, Stockholms kommun",475708
3,"Slutpriser bostäder - Drottning Kristinas väg, Stockholms kommun",475709
0,"Slutpriser bostäder - Lindstedtsvägen, Stockholms kommun",475710
0,"Slutpriser bostäder - Osquars backe, Stockholms kommun",475711
0,"Slutpriser bostäder - Osquldas väg, Stockholms kommun",475712
